dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
2021-03-27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,registered,109
2021-03-27,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,registered,105
2021-03-27,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,registered,80
2021-03-27,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,registered,50
2021-03-27,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,registered,29
2021-03-27,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,registered,25
2021-03-27,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,registered,16
2021-03-28,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,registered,11
2021-03-28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,registered,4
2021-03-28,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,registered,5
2021-03-28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,registered,2
2021-03-28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,registered,8
2021-03-28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,registered,40
2021-03-28,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,registered,104
2021-03-28,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,registered,239
2021-03-28,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,registered,109
2021-03-28,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,registered,47
2021-03-28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,registered,39
2021-03-28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,registered,71
2021-03-28,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,registered,69
2021-03-28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,registered,65
2021-03-28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,registered,53
2021-03-28,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,registered,117
2021-03-28,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,registered,227
2021-03-28,2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,registered,220
2021-03-28,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,registered,156
2021-03-28,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,registered,107
2021-03-28,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,registered,55
2021-03-28,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,registered,40
2021-03-28,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,registered,18
2021-03-29,2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,registered,15
2021-03-29,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,registered,4
2021-03-29,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,registered,3
2021-03-29,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,registered,1
2021-03-29,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,registered,1
2021-03-29,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,registered,8
2021-03-29,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,registered,46
2021-03-29,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,registered,128
2021-03-29,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,registered,268
2021-03-29,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,registered,156
2021-03-29,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,registered,46
2021-03-29,2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,registered,63
2021-03-29,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,registered,77
2021-03-29,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,registered,80
2021-03-29,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,registered,66
2021-03-29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,registered,65
2021-03-29,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,registered,124
2021-03-29,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,registered,265
2021-03-29,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,registered,252
2021-03-29,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,registered,170
2021-03-29,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,registered,119
2021-03-29,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0,registered,75
2021-03-29,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0,registered,49
2021-03-29,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,registered,27
2021-03-30,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0,registered,8
2021-03-30,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0,registered,9
2021-03-30,2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0,registered,4
2021-03-30,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0,registered,4
2021-03-30,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0,registered,0
2021-03-30,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,registered,7
2021-03-30,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,registered,44
2021-03-30,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,registered,128
2021-03-30,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,registered,247
2021-03-30,2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,registered,147
2021-03-30,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,registered,51
2021-03-30,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,registered,64
2021-03-30,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,registered,65
2021-03-30,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,registered,84
2021-03-30,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,registered,64
2021-03-30,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,registered,56
2021-03-30,2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,registered,36
2021-03-30,2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,registered,105
2021-03-30,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,registered,79
2021-03-30,2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,registered,67
2021-03-30,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,registered,40
2021-03-30,2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,registered,27
2021-03-30,2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,registered,21
2021-03-30,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,registered,11
2021-03-31,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,registered,3
2021-03-31,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,registered,4
2021-03-31,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,registered,5
2021-03-31,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,registered,1
2021-03-31,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,registered,2
2021-03-31,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,registered,8
2021-03-31,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,registered,34
2021-03-31,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,registered,87
2021-03-31,2,0,3,8,0,4,1,2,0.24,0.2273,1,0.2537,registered,185
2021-03-31,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,registered,126
2021-03-31,2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,registered,54
2021-03-31,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,registered,52
2021-03-31,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,registered,73
2021-03-31,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,registered,55
2021-03-31,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,registered,49
2021-03-31,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,registered,61
2021-03-31,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,registered,72
2021-03-31,2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,registered,153
2021-03-31,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,registered,165
2021-03-31,2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,registered,118
2021-03-31,2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,registered,79
2021-03-31,2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,registered,53
2021-03-31,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,registered,44
2021-03-31,2,0,3,23,0,4,1,3,0.26,0.2576,1,0.1642,registered,23
2021-04-01,2,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,registered,6
2021-04-01,2,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642,registered,4
2021-04-01,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,registered,7
2021-04-01,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,registered,4
2021-04-01,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,registered,3
2021-04-01,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,registered,11
2021-04-01,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,registered,26
2021-04-01,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0,registered,91
2021-04-01,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,registered,198
2021-04-01,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,registered,162
2021-04-01,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,registered,63
2021-04-01,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,registered,72
2021-04-01,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,registered,80
2021-04-01,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,registered,92
2021-04-01,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,registered,61
2021-04-01,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,registered,81
2021-04-01,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,registered,125
2021-04-01,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,registered,245
2021-04-01,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,registered,205
2021-04-01,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,registered,120
2021-04-01,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,registered,75
2021-04-01,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,registered,84
2021-04-01,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,registered,64
2021-04-01,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,registered,41
2021-04-02,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0,registered,29
2021-04-02,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,registered,28
2021-04-02,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,registered,20
2021-04-02,2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,registered,8
2021-04-02,2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,registered,5
2021-04-02,2,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,registered,4
2021-04-02,2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,registered,7
2021-04-02,2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,registered,16
2021-04-02,2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,registered,45
2021-04-02,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,registered,65
2021-04-02,2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,registered,113
2021-04-02,2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,registered,126
2021-04-02,2,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,registered,100
2021-04-02,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,registered,81
2021-04-02,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,registered,93
2021-04-02,2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,registered,64
2021-04-02,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,registered,85
2021-04-02,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,registered,95
2021-04-02,2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,registered,110
2021-04-02,2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,registered,77
2021-04-02,2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,registered,56
2021-04-02,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,registered,53
2021-04-02,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,registered,41
2021-04-02,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,registered,33
2021-04-03,2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,registered,31
2021-04-03,2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,registered,26
2021-04-03,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,registered,19
2021-04-03,2,0,4,3,0,0,0,1,0.3,0.3333,0.61,0,registered,8
2021-04-03,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,registered,0
2021-04-03,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,registered,4
2021-04-03,2,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,registered,23
2021-04-03,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,registered,20
2021-04-03,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,registered,44
2021-04-03,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,registered,74
2021-04-03,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,registered,104
2021-04-03,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,registered,104
2021-04-03,2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,registered,147
2021-04-03,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,registered,148
2021-04-03,2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,registered,109
2021-04-03,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0,registered,118
2021-04-03,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,registered,156
2021-04-03,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,registered,126
2021-04-03,2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0,registered,101
2021-04-03,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,registered,93
2021-04-03,2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,registered,55
2021-04-03,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,registered,37
2021-04-03,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,registered,29
2021-04-03,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,registered,22
2021-04-04,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,registered,5
2021-04-04,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,registered,4
2021-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,registered,1
2021-04-04,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,registered,0
2021-04-04,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,registered,1
2021-04-04,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,registered,7
2021-04-04,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,registered,43
2021-04-04,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,registered,150
2021-04-04,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,registered,308
2021-04-04,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,registered,134
2021-04-04,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,registered,55
2021-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,registered,66
2021-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,registered,98
2021-04-04,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,registered,92
2021-04-04,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,registered,76
2021-04-04,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,registered,96
2021-04-04,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,registered,130
2021-04-04,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,registered,283
2021-04-04,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,registered,308
2021-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,registered,227
2021-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,registered,133
2021-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,registered,76
2021-04-04,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,registered,58
2021-04-04,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,registered,30
2021-04-05,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,registered,12
2021-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,registered,5
2021-04-05,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,registered,5
2021-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,registered,3
2021-04-05,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,registered,2
2021-04-05,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,registered,5
2021-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,registered,36
2021-04-05,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,registered,124
2021-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,registered,148
2021-04-05,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,registered,44
2021-04-05,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,registered,25
2021-04-05,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,registered,18
2021-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,registered,32
2021-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,registered,51
2021-04-05,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,registered,67
2021-04-05,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,registered,62
2021-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,registered,113
2021-04-05,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,registered,246
2021-04-05,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,registered,248
2021-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,registered,148
2021-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,registered,87
2021-04-05,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,registered,81
2021-04-05,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,registered,43
2021-04-05,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,registered,23
2021-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,registered,15
2021-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,registered,2
2021-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,registered,5
2021-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,registered,4
2021-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,registered,1
2021-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,registered,12
2021-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,registered,52
2021-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,registered,130
2021-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,registered,308
2021-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,registered,157
2021-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,registered,48
2021-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,registered,70
2021-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,registered,112
2021-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,registered,83
2021-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,registered,80
2021-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,registered,83
2021-04-06,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,registered,142
2021-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,registered,303
2021-04-06,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,registered,282
2021-04-06,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,registered,196
2021-04-06,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,registered,126
2021-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,registered,84
2021-04-06,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,registered,71
2021-04-06,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,registered,29
2021-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,registered,15
2021-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,registered,11
2021-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0,registered,7
2021-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,registered,3
2021-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,registered,1
2021-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,registered,6
2021-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,registered,59
2021-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,registered,152
2021-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,registered,291
2021-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,registered,155
2021-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,registered,66
2021-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0,registered,86
2021-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0,registered,114
2021-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,registered,99
2021-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,registered,111
2021-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,registered,133
2021-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,registered,161
2021-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,registered,280
2021-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,registered,265
2021-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,registered,192
2021-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,registered,166
2021-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,registered,89
2021-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,registered,63
2021-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,registered,45
2021-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,registered,21
2021-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,registered,6
2021-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,registered,10
2021-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,registered,1
2021-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,registered,1
2021-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,registered,8
2021-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0,registered,33
2021-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,registered,109
2021-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,registered,208
2021-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,registered,168
2021-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,registered,63
2021-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,registered,79
2021-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,registered,51
2021-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,registered,35
2021-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,registered,13
2021-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,registered,24
2021-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,registered,58
2021-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,registered,138
2021-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,registered,54
2021-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,registered,52
2021-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,registered,51
2021-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,registered,43
2021-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,registered,42
2021-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,registered,31
2021-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,registered,26
2021-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,registered,17
2021-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,registered,15
2021-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1,0.2537,registered,11
2021-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,registered,3
2021-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,registered,5
2021-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,registered,13
2021-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,registered,13
2021-04-09,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,registered,47
2021-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,registered,71
2021-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,registered,90
2021-04-09,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0,registered,91
